,pt_y1,eta_y1,phi_y1,e_y1,pt_y2,eta_y2,phi_y2,e_y2,myy,label
183,41.5143,-1.34631,-0.448296,85.1749,32.3187,0.638308,-2.84187,39.1293,109.151,0
184,54.5928,-2.48239,-0.855285,329.015,42.2417,-1.17501,2.35841,74.9156,117.254,0
185,75.2589,-1.24219,0.187336,141.183,45.1026,-0.909707,3.11257,65.0883,117.464,0
186,51.4988,-0.370129,-2.24236,55.0668,29.4966,1.75458,2.38257,87.8117,114.726,0
187,161.421,1.6128,1.97901,421.002,35.7471,1.65314,0.057881,96.7817,124.543,1
188,64.7829,0.650729,-1.75398,78.9899,42.9297,2.13014,1.29249,183.2,135.575,0
189,41.6655,0.979803,2.44437,63.3173,28.8751,-1.94329,-0.611763,102.867,157.602,0
190,57.9094,1.28028,-0.403141,112.217,49.2274,0.0386622,2.79037,49.2642,128.001,0
191,132.706,2.27304,2.59311,651.049,54.8521,1.86026,1.10911,180.492,120.642,1
192,40.9411,1.04886,-2.87134,65.6024,38.5244,-0.709716,-0.262157,48.6408,110.2,0
193,62.7949,0.595997,0.54054,74.2818,58.1206,1.12923,-2.19011,99.2862,122.693,1
194,78.2938,-0.357185,-2.76149,83.3415,53.6316,-0.230187,-0.14183,55.0587,125.482,1
195,101.98,1.98117,-1.3957,376.771,39.6095,0.956892,0.520405,59.1701,124.237,1
196,71.6542,-0.0953778,-1.65704,71.9803,50.3772,-0.618385,1.70516,60.3202,123.588,1
197,40.9901,-1.03116,2.76222,64.7828,37.2803,0.987982,-1.10344,57.0041,118.33,0
198,87.3907,0.582476,1.44116,102.64,43.2129,1.05932,-1.55103,69.8126,126.082,1
199,68.9473,0.169499,1.97912,69.9401,42.1305,1.21378,-1.28467,77.1673,122.646,1
200,57.3141,0.50671,0.535402,64.8307,56.7074,1.23571,-2.92286,105.8,120.343,1
201,42.3651,1.22856,2.71665,78.5666,34.1381,-0.663751,-0.696339,41.9383,112.25,0
202,60.5989,1.15444,-1.46558,105.669,44.688,-0.716724,1.65939,56.6658,153.047,0
203,63.8795,0.424609,0.175933,69.7251,55.6278,-0.25548,-2.94318,57.4531,126.175,1
204,172.121,-0.290808,-1.76665,179.45,100.907,0.340835,-2.48419,106.825,125.411,1
205,65.2349,-0.221217,2.58228,66.8376,59.1478,0.0254527,-0.751925,59.1669,124.608,1
206,63.1916,-0.259632,-1.77561,65.3334,60.6059,0.0711255,1.49162,60.7593,125.226,1
207,68.1278,-2.33341,0.742782,354.605,57.4597,-2.10365,-2.3133,238.975,125.847,1
208,63.5485,-0.472466,-0.775139,70.7742,38.4703,0.843522,2.41927,52.9877,121.051,0
209,63.6449,-0.822776,0.791648,86.4304,56.1404,0.256687,-2.15767,58.0,136.91,0
210,38.2982,-1.95038,1.61076,137.367,27.792,0.440218,-1.88196,30.5287,117.13,0
211,61.8739,0.103238,-2.91816,62.2039,46.8959,-0.675146,0.172631,57.9962,115.964,0
212,156.109,-1.63491,-1.519,415.56,34.8625,-1.28706,1.28178,67.9508,147.677,0
213,58.7898,-0.782274,0.952766,77.7143,52.3104,0.362315,-2.80461,55.7815,125.14,1
214,65.6615,-0.798989,2.87461,87.7591,42.6274,-1.55909,-0.772453,105.819,110.419,0
215,42.2417,1.18765,0.519678,75.7037,35.2336,-1.00684,-3.01848,54.6528,127.553,1
216,57.7535,0.715437,-1.99731,73.1754,42.4331,-0.768485,1.07534,55.5919,127.488,0
217,59.9607,0.317412,-0.481948,63.0067,51.4516,1.29604,2.25994,101.061,122.687,1
218,50.3096,1.28505,2.1296,97.8896,44.9015,-0.281284,-0.96125,46.6895,125.707,1
219,64.9501,0.362004,3.08832,69.2525,42.3181,1.7271,0.8044,122.768,122.726,0
220,46.2383,-0.871407,2.16059,64.9332,26.5745,1.36655,-0.563385,55.4979,117.881,0
221,40.5778,1.00335,-1.60014,62.7751,27.5194,-1.82966,1.63622,87.9553,145.838,0
222,92.9153,-1.03532,2.01996,147.322,39.0139,0.480434,-2.94865,43.6036,124.35,1
223,81.9133,-1.81245,-1.0105,257.562,56.3079,-2.23291,1.15599,265.61,123.402,1
224,41.2984,-0.633429,-0.130693,49.8643,38.7344,0.961633,2.93318,58.0673,106.763,0
225,78.4164,-0.103987,0.174608,78.8408,30.6276,1.14749,3.11609,53.1039,117.43,0
226,75.7499,0.470993,-1.95167,84.3084,46.0311,1.26818,0.860526,88.2814,126.128,1
227,67.3529,-1.63799,0.553906,179.804,58.5923,0.213182,-0.371006,59.9288,144.902,0
228,74.7789,-0.0178733,-2.45693,74.7909,57.2421,-0.215813,0.902464,58.5803,130.721,0
229,85.4643,-0.546236,-2.37509,98.5347,51.3747,0.584583,0.94022,60.4059,153.85,0
230,63.6535,-0.972554,-3.05811,96.2061,61.603,-0.569463,-0.581428,71.8645,121.079,1
231,107.08,-0.406378,-1.60801,116.044,34.5808,-1.76922,3.04475,104.378,125.926,1
232,96.4206,-1.16853,2.83057,170.09,38.2053,-0.43662,-0.369882,41.9052,129.559,1
233,56.0828,0.28486,1.48351,58.3736,34.826,-1.08552,-1.8165,57.4405,109.739,0
234,95.9512,-0.492419,0.691383,107.821,44.4477,-0.295893,-1.95023,46.4077,127.202,1
235,67.7624,-0.409722,-0.954235,73.5301,29.9683,0.947543,2.07403,44.4589,111.573,0
236,43.0589,-2.03245,-1.88992,167.15,29.8355,-0.133957,1.04576,30.1036,106.226,0
237,70.9342,1.43431,-2.01858,157.297,38.1883,-0.0158384,0.343779,38.1931,126.648,1
238,78.6655,1.23354,1.37766,146.5,63.7239,1.29234,-0.824272,124.769,126.328,1
239,56.7255,0.112057,-1.3184,57.0821,32.3744,1.6125,1.83962,84.4114,110.978,0
240,69.0774,-1.32314,-0.559153,138.897,55.442,-0.955689,2.55733,82.7475,125.856,1
241,57.8548,1.63215,-2.94272,153.616,51.3946,0.508815,0.734181,58.1922,123.392,0
242,61.6305,0.124704,-0.821204,62.1103,48.6423,1.26979,1.89549,93.4172,125.848,1
243,38.8728,1.84148,0.384437,125.646,28.8044,-0.320896,-2.56722,30.3003,109.819,0
244,107.27,-0.666622,1.4263,132.0,63.9504,-0.530401,3.12154,73.1588,124.701,1
245,73.5932,-1.04811,2.33812,117.854,53.9937,-1.09985,-0.660406,90.0784,125.792,1
246,44.0259,-1.75513,-0.712845,131.133,31.663,0.426183,2.81639,34.5823,122.826,1
247,55.5733,0.299322,1.82644,58.0815,53.0045,1.2658,-1.38681,101.449,121.408,1
248,60.0089,-1.07962,0.518928,98.5136,46.2173,-2.23284,-2.84879,217.996,122.753,1
249,63.3065,-1.62669,0.393161,167.243,40.6642,-0.512977,-2.15179,46.1328,113.775,0
250,67.2409,-0.159717,-2.15807,68.1004,48.3791,0.75168,1.07233,62.7026,126.02,1
251,95.7383,0.0300985,1.50583,95.7817,84.6857,1.11153,0.855175,142.614,117.285,1
252,75.9918,0.906808,0.874582,109.436,25.7624,-1.24381,-2.4206,48.3957,144.618,0
253,37.6824,-1.60155,1.19561,97.2641,28.0433,0.88442,-1.84513,39.7448,122.004,0
254,62.8254,0.930012,1.28774,92.0106,54.3636,0.14624,-2.18787,54.9459,124.466,1
255,68.4428,1.63085,-1.78654,181.509,53.4098,2.31181,1.27513,272.17,127.908,1
256,161.384,-1.11467,-0.581951,272.463,26.1464,-0.708712,1.21747,32.9921,105.152,0
257,46.6846,0.184502,2.38608,47.4814,40.411,-1.15161,-0.889451,70.3033,106.828,0
258,78.9536,1.31766,-1.57359,158.004,47.4173,1.74798,1.79332,140.287,124.458,1
259,103.221,1.34241,-1.11034,211.059,44.4745,0.367578,0.663493,47.513,125.507,1
260,58.6421,-0.166733,-1.72497,59.4591,37.0119,1.04764,1.46216,59.2502,110.866,0
261,65.3425,-1.12978,0.717507,111.673,60.494,-1.56366,-2.81785,150.801,126.342,1
262,57.5893,0.269965,1.35995,59.7006,47.152,-1.02844,-1.77689,74.3651,126.965,1
263,54.2751,-1.4977,0.773942,127.411,28.535,0.0986663,-2.35288,28.674,105.138,0
264,49.9538,0.0381552,1.80729,49.9902,34.4041,1.98621,-1.56299,127.726,125.095,1
265,68.393,1.85348,-2.95679,223.6,42.44,0.653846,0.61273,51.8397,125.657,1
266,107.277,-0.316887,2.73351,112.709,36.4152,-0.968358,-0.764038,54.8654,129.822,0
267,70.0651,-1.22454,-0.677751,129.497,58.2621,-1.15575,2.63353,101.703,127.399,1
268,47.8809,0.304235,1.19948,50.114,38.939,-1.59691,-1.97978,100.078,128.392,0
269,73.1271,0.408079,1.45178,79.301,58.7093,-0.184035,-1.75218,59.7063,136.77,0
270,72.9478,0.558909,1.50011,84.6412,41.402,-0.738292,-1.99507,53.2075,132.45,0
271,88.1194,1.66464,-1.17761,241.14,73.8908,0.927786,-2.66879,108.041,125.239,1
272,54.2323,-0.941692,-0.0949436,80.1089,39.8533,-2.37828,-3.11264,216.782,117.875,1
273,98.3855,-1.13498,-0.763734,168.856,35.8801,0.383142,2.52783,38.546,154.481,0
274,51.5367,-0.840914,-0.313388,70.8579,44.1955,0.642633,2.75666,53.6397,122.889,1
275,57.9893,1.34922,1.26429,119.28,55.6197,0.250105,-1.08148,57.3684,123.568,1
276,41.8565,1.15792,0.724778,73.1953,34.5463,-1.26308,-1.73803,65.9674,136.59,0
277,70.734,0.752858,-0.699003,91.7447,44.0767,1.37244,2.49972,92.527,117.031,0
278,54.3236,-1.45869,2.08279,123.12,38.7808,0.616169,-1.18563,46.3785,145.673,0
279,69.2546,-0.0915588,1.18337,69.5451,54.9076,-1.34428,-2.33141,112.455,146.55,0
280,65.0514,-0.0683524,1.37893,65.2034,60.2105,-0.0636668,-1.69714,60.3325,125.101,1
