,pt_y1,eta_y1,phi_y1,e_y1,pt_y2,eta_y2,phi_y2,e_y2,myy,label
2098,146.003,0.320433,1.1523,153.563,43.8419,0.469499,-0.705586,48.7633,128.723,1
2099,70.0958,2.12712,2.27166,298.252,48.8615,1.29215,-1.90177,95.6529,113.558,0
2100,101.699,1.02101,-0.539809,159.476,39.2617,1.24139,2.3433,73.6042,126.099,1
2101,62.2938,1.66563,-2.617,170.624,61.0372,2.09974,0.572314,252.895,126.207,1
2102,87.9956,1.85354,0.0531703,287.704,28.922,0.719205,2.58467,36.7301,113.591,0
2103,49.801,-1.04466,1.34867,79.5382,25.762,1.25997,-1.5204,49.0635,124.319,0
2104,41.7452,1.08744,-0.187063,68.9578,41.3335,-1.1018,-3.0065,69.0654,137.377,0
2105,68.7187,-0.330204,-0.813189,72.4992,55.808,-0.113894,2.23771,56.1704,124.454,1
2106,48.1453,-1.29661,-1.06576,94.614,32.4653,0.565074,2.02251,37.7879,115.854,0
2107,57.7651,-0.648084,1.00871,70.3267,55.7041,-1.51183,-2.19868,132.451,124.14,1
2108,57.1519,-1.45454,1.27,129.05,41.7984,-0.0915319,-2.26736,41.9736,119.813,0
2109,55.1999,0.363476,1.20664,58.8866,33.2794,-1.7247,-1.75998,96.3287,136.641,0
2110,110.173,0.73627,-2.76009,141.409,70.0514,1.85459,2.78076,229.264,121.5,1
2111,61.2095,-0.791304,-1.73049,81.394,40.7601,-2.15654,1.61336,178.466,123.68,1
2112,49.1898,0.0911733,1.34874,49.3944,41.9339,-1.64304,-1.38223,112.473,125.821,1
2113,109.797,-0.109807,-2.77777,110.46,39.685,-0.877668,-0.589308,55.9765,128.294,1
2114,46.1932,2.24668,-0.429676,220.851,27.9068,-0.0611506,2.62083,27.959,125.118,1
2115,59.765,-1.37027,-0.46155,125.221,50.1164,-0.242785,3.10517,51.6007,125.204,1
2116,76.432,0.277627,-1.01573,79.3965,48.1647,-0.649909,2.49206,58.6998,132.808,0
2117,57.4087,-1.82005,0.799414,181.819,52.2597,-1.06862,-2.35867,85.0488,117.367,0
2118,67.8636,0.790647,-2.65528,90.2035,28.4254,-0.5608,0.463122,33.0136,108.666,0
2119,137.656,1.97398,1.25814,505.073,111.242,1.00388,1.17982,172.163,125.185,1
2120,55.4157,-0.141477,2.81216,55.9712,36.7385,-1.83398,-0.809241,117.904,122.67,0
2121,56.6188,-2.05828,2.99986,225.347,34.3814,-0.610816,-0.610806,40.9971,110.491,0
2122,61.7337,-0.592294,-0.544808,72.8825,36.7396,0.978126,2.96647,55.7612,124.931,1
2123,76.854,-0.863619,0.265217,107.34,37.9824,-0.742382,-2.59718,48.9387,107.207,0
2124,72.6698,-1.73309,-0.176818,212.009,37.8633,-0.409018,-3.01682,41.0749,127.784,1
2125,56.8266,-0.983638,0.610715,86.6071,42.4368,-2.44753,-2.53497,247.116,125.72,1
2126,39.9961,-0.752373,0.204608,51.8604,29.6718,2.07876,-2.21374,120.462,148.264,0
2127,44.9031,-0.317138,1.5051,47.1802,44.7935,1.44241,-1.84812,100.052,126.352,1
2128,70.1994,2.2094,-1.44253,323.619,55.9621,2.20466,1.8554,256.795,124.973,1
2129,40.9872,-1.68454,-3.03033,114.262,28.3537,0.361594,-0.245694,30.2276,106.398,0
2130,39.2533,0.933636,0.127118,57.6408,32.7171,-1.81532,2.71558,103.154,149.452,0
2131,58.1897,-2.28735,1.6792,289.503,31.3099,-0.377308,-2.28064,33.5652,122.737,1
2132,72.5466,-1.68939,1.55601,203.16,46.456,-1.1388,-1.52724,79.979,120.487,1
2133,48.8414,-0.855098,0.181887,67.8126,44.2603,0.797714,-2.64254,59.1055,125.736,1
2134,70.5812,-1.82846,2.95198,225.33,58.2868,-1.70383,-0.185132,165.445,128.529,1
2135,76.5056,1.35414,-3.10851,158.045,69.83,0.723931,-0.392938,88.9414,150.358,0
2136,66.4982,0.303841,0.28133,69.5914,54.7713,0.921708,-3.08602,79.7311,125.774,1
2137,68.985,0.831544,-0.579383,94.2418,26.7184,-0.683842,2.48379,33.2129,111.663,0
2138,78.9201,-0.629173,2.87267,95.0629,68.4326,-1.41048,-0.371023,148.565,158.16,0
2139,63.2065,-0.611826,-1.25931,75.4103,62.5561,-0.518211,1.89673,71.1453,125.895,1
2140,164.848,-1.06734,1.23047,268.006,101.477,-1.01275,0.249858,158.121,122.014,1
2141,81.1843,0.797616,3.04412,108.407,53.4596,0.990054,0.486732,81.8716,126.815,1
2142,66.6874,-0.0276127,-1.93772,66.7128,66.5048,-0.0189455,1.90631,66.5167,125.063,1
2143,60.9446,1.81381,0.243747,191.878,60.5385,1.64448,-3.13391,162.589,121.076,1
2144,97.4723,-0.0528052,-0.708708,97.6083,87.4699,-1.08521,0.164617,144.233,126.584,1
2145,76.0275,0.185023,1.01625,77.3326,38.8493,-0.614843,-2.06818,46.4267,117.462,0
2146,71.1021,0.28584,0.117647,74.0266,50.3868,1.19323,-2.29602,90.7205,125.189,1
2147,100.023,1.30742,2.8909,198.403,25.8773,0.610582,0.0813649,30.8527,106.673,0
2148,59.9514,0.386519,-2.98053,64.4858,35.1657,2.0299,0.684823,136.173,122.327,1
2149,75.3617,-0.570334,2.75944,87.9544,51.6207,-0.427088,-0.491459,56.4006,124.878,1
2150,97.2214,-1.33034,-1.74901,196.714,28.256,0.484719,1.57891,31.6409,150.723,0
2151,94.8105,-0.718656,2.75,120.366,33.052,-0.371395,0.0981769,35.3579,110.361,0
2152,45.1122,-1.37945,0.42969,95.2865,37.6269,0.160773,-2.71714,38.1142,108.066,0
2153,79.932,1.33766,-2.65248,162.765,46.3045,1.65715,0.942885,125.833,120.153,1
2154,72.6129,-0.402491,2.30921,78.5744,25.7151,-2.16549,-0.152672,113.578,118.788,0
2155,58.2576,-1.32834,-2.40181,117.671,56.1457,-0.604615,0.90508,66.7244,121.589,1
2156,75.7122,0.496058,-2.05802,85.2201,59.346,0.0848275,1.96463,59.5596,124.4,1
2157,35.6686,-2.04526,1.17083,140.187,30.7648,0.37156,-1.27129,32.913,118.653,0
2158,58.7106,1.03379,1.45234,92.9789,36.4584,-0.713371,-2.91113,46.1353,118.825,0
2159,63.7725,1.92438,-0.0900545,223.105,55.9426,0.375328,-1.30428,59.9294,122.719,1
2160,36.4055,-0.783702,-0.613338,48.1695,30.0584,1.33543,2.73678,61.0887,106.684,0
2161,82.7155,-0.0897454,-2.5029,83.0488,36.1746,-1.13277,0.609741,61.9741,124.609,1
2162,42.546,-0.42111,0.244517,46.3745,37.5269,2.11512,-2.89767,157.823,153.258,0
2163,49.9794,-1.49985,-2.11371,117.556,48.4818,-0.0981593,0.708656,48.7155,122.64,1
2164,71.0226,1.17542,-1.46408,126.001,31.2946,-1.12884,-2.9443,53.4429,148.604,0
2165,74.7345,-1.78781,3.11887,229.571,40.7958,-0.788792,-0.147072,54.1591,124.309,1
2166,52.1572,1.90738,0.827925,179.523,52.0981,0.622083,-2.45908,62.5081,126.308,1
2167,50.4134,-0.519737,0.19397,57.377,31.9135,1.77763,3.07014,97.0942,138.822,0
2168,50.3713,1.16119,1.26224,88.3219,34.2565,-0.879244,-3.0303,48.3732,122.095,1
2169,85.7373,1.7159,1.59141,246.13,42.2492,1.81579,-1.70882,133.267,120.144,1
2170,72.3585,0.847835,-3.12946,99.9606,50.9183,1.66995,0.702162,140.029,125.241,1
2171,82.6822,1.21388,-1.42266,151.455,38.1359,2.08217,1.76608,155.337,123.029,1
2172,70.5616,-0.118529,0.881803,71.0579,59.4707,0.0203782,-2.42858,59.483,129.411,0
2173,81.6182,0.468978,-0.0711378,90.7595,58.0842,0.834573,1.76852,79.514,112.431,0
2174,69.2597,-0.242681,0.211115,71.3092,64.9087,-0.352755,-2.5427,68.9893,131.792,0
2175,64.9133,-1.83481,3.019,208.488,64.4532,-1.64973,0.482214,173.948,124.076,1
2176,82.1775,0.238724,2.40954,84.5302,58.6795,-0.388671,-1.54847,63.1678,134.945,0
2177,36.1095,-0.731265,-2.49749,46.2022,33.0121,1.24715,0.62975,62.1904,105.682,0
2178,72.9277,-1.09726,1.35476,121.415,42.0146,-0.308079,-2.47335,44.0243,113.478,0
2179,65.3883,-1.67947,2.81037,181.426,56.6,-1.43647,-0.301266,125.753,122.557,1
2180,54.4442,1.18739,-2.92323,97.5515,40.9885,-0.627622,0.0273274,49.3298,135.83,0
2181,52.7453,0.234759,-0.0167369,54.2054,43.0394,1.91652,-2.353,149.441,125.579,0
2182,109.285,1.85278,-3.00434,357.051,45.1382,2.13003,0.585366,192.604,138.345,0
2183,56.9338,0.309504,2.88787,59.6826,38.2238,-1.78494,-0.84997,117.099,146.773,0
2184,91.6749,0.320912,2.61198,96.4361,45.3115,0.742447,-1.14151,58.3843,125.927,1
2185,57.6847,0.64088,-2.49218,69.942,50.0576,-0.454827,0.460273,55.3251,123.592,1
2186,60.6021,0.414613,-0.613477,65.886,59.1616,0.938724,2.44521,87.1995,123.791,1
2187,51.756,0.82974,-2.30825,70.6181,39.4433,-0.549185,0.798201,45.5424,112.695,0
2188,73.8197,-2.29089,0.281578,368.54,39.4131,-0.793662,-1.83305,52.4917,129.093,1
2189,127.071,-0.719981,1.57269,161.453,52.4084,0.470628,1.90094,58.3203,106.398,0
2190,67.9314,-1.06676,1.61077,110.391,66.5373,-0.347075,-2.53673,70.5853,127.762,1
2191,242.882,1.1074,-0.545484,407.664,77.7504,1.07454,0.409378,127.125,126.369,1
2192,43.4575,0.889745,0.8529,61.8242,35.7284,-1.74712,-2.48683,105.619,157.625,0
2193,69.7382,2.35687,-1.92078,371.445,68.7946,1.93054,1.06106,242.099,141.257,0
2194,97.7334,-0.744363,-2.30069,126.083,36.5446,-0.812056,1.03198,49.2709,119.05,0
2195,47.4506,1.65619,-0.0975003,128.833,46.9907,0.0288451,3.09641,47.0103,127.442,0
2196,38.3365,1.55226,0.734781,94.5742,28.6688,-1.24469,-2.21907,53.8956,142.285,0
2197,115.007,-0.333991,0.776777,121.482,29.6317,0.938214,-2.24481,43.6585,141.008,0
2198,125.128,-0.387456,-1.14556,134.639,49.5866,0.638423,-2.40983,60.0398,125.65,1
2199,38.0472,-0.18364,-1.78513,38.6905,27.5964,2.13252,1.71379,118.038,112.756,0
2200,62.2042,-1.78092,-1.55658,189.84,60.7597,-1.93414,1.61726,214.563,123.3,1
2201,80.3922,1.05047,-1.96206,128.98,43.9401,1.22554,1.31647,81.2808,119.047,1
2202,52.6527,-0.0614129,-1.37136,52.752,42.0752,1.77204,2.84509,127.337,127.753,1
2203,64.0391,-0.349017,0.574247,67.9792,53.9059,-1.72231,-2.15029,155.683,144.28,0
2204,74.3446,-0.0874234,2.55698,74.6289,30.9901,1.76044,-2.7953,92.7687,110.603,1
2205,67.0686,0.9087,1.41843,96.7177,35.0826,-0.547813,-1.46992,40.4797,123.29,1
2206,72.3984,-1.67868,-1.12472,200.729,42.0869,-1.25754,1.86486,79.9883,112.545,0
2207,54.3233,1.60256,-1.72808,140.348,40.5968,0.24836,2.39808,41.8553,107.481,0
2208,105.718,0.901904,1.57302,151.71,67.0743,0.647994,-0.0614183,81.6561,124.673,1
2209,110.815,-1.48892,-1.94135,258.084,38.4936,-1.99653,0.535889,144.337,127.95,1
2210,50.2968,-0.989128,-1.79951,76.9739,36.374,0.717278,1.18803,46.1391,118.434,0
2211,57.4254,1.08674,1.53789,94.807,49.2013,1.2075,-1.65691,89.6461,106.465,0
2212,42.557,-1.6603,2.03822,115.989,32.9595,0.800371,1.03148,44.0921,122.674,0
2213,68.3261,-2.1515,-2.47469,297.698,63.2454,-1.36879,0.702341,132.341,141.651,0
2214,97.7644,-1.05641,2.43628,157.583,28.0666,0.388165,-1.23151,30.2077,130.487,0
2215,68.1396,-1.2636,-2.57174,130.173,38.0832,0.0739779,0.0589537,38.1875,122.861,1
2216,92.3001,0.299646,-0.436763,96.4749,41.3022,0.6944,1.93674,51.6666,117.09,0
2217,71.5319,-0.941,-0.843426,105.609,43.3809,-0.525071,2.55042,49.4996,112.963,0
2218,55.733,-1.6314,-3.05534,147.879,49.0074,-0.30511,0.288381,51.3062,127.928,1
2219,68.0195,0.244939,-2.3529,70.0702,54.4844,0.840484,0.914098,74.8885,126.963,1
2220,59.4939,1.53474,-1.02307,144.441,57.6181,0.760104,2.20132,75.0798,125.897,1
2221,79.732,0.20214,-2.43363,81.3665,46.9518,0.431627,0.313857,51.3937,120.823,1
2222,83.0882,0.63781,3.04004,100.569,36.597,-1.2336,2.32057,68.1583,125.104,1
2223,67.5472,-0.609161,1.49113,80.4721,58.4681,-0.523123,-1.74542,66.6524,125.663,1
2224,44.4904,0.642622,-2.72884,53.9974,44.4092,-0.725119,0.330164,56.6049,110.45,0
2225,56.2252,1.5347,2.89736,136.499,42.699,0.691,0.103466,53.3052,105.491,0
2226,55.8143,2.07588,1.85189,225.964,37.6591,-0.169237,1.33199,38.1997,128.139,1
2227,54.7872,-0.63735,-0.505202,66.2967,36.4195,1.10586,2.58235,61.0527,125.453,0
2228,100.774,1.98855,1.38289,374.973,43.5603,2.32413,-0.90954,224.676,122.794,1
2229,82.733,-1.78839,-1.52474,254.283,68.1246,-1.59308,1.36666,174.472,149.697,0
2230,81.5596,0.701903,0.287385,102.489,67.048,1.55069,1.75444,165.166,118.263,1
2231,43.293,-0.962932,2.99901,64.964,25.8003,1.77683,-0.447196,78.4361,139.634,0
2232,47.0283,-1.72942,0.0229449,136.73,30.1785,0.368237,3.13413,32.2478,120.723,0
2233,40.3961,-0.536345,-2.3452,46.3471,34.9439,1.5605,1.1972,86.8569,119.431,0
2234,56.5061,-1.1147,1.57787,95.4008,28.3876,0.628748,-1.47714,34.186,112.46,0
2235,83.9474,-0.948542,0.0581907,124.63,41.3328,0.2202,3.00116,42.3389,138.011,0
2236,68.1584,-0.964227,-1.12945,102.375,26.6802,0.839186,0.826423,36.6392,112.714,0
2237,91.1206,1.62573,2.73169,240.507,31.5226,0.205244,-1.34976,32.1889,126.38,1
2238,76.8998,1.64543,-2.27591,206.714,62.0932,1.45671,1.85911,140.48,122.201,1
2239,75.512,1.64084,-0.66264,202.12,54.8811,1.75186,2.56656,162.963,128.826,0
2240,85.2274,-1.90531,-2.56614,292.769,47.743,-1.91865,1.00109,166.111,124.702,1
2241,43.5303,-1.27521,0.246391,83.9882,41.7661,0.580435,-3.12626,49.0015,124.306,1
2242,83.6724,-1.60552,-3.04934,216.763,45.3867,-1.77701,0.550746,138.005,120.491,1
2243,54.5325,-2.35891,0.211208,291.038,52.7646,-2.25632,-2.87732,254.659,107.386,0
2244,62.198,-1.16383,2.40794,109.296,50.5217,-2.37296,-1.12411,273.38,131.447,1
2245,64.5733,-1.09055,1.56142,106.932,49.1194,0.546694,-1.28055,56.6443,151.605,0
2246,83.9852,0.195979,2.03885,85.6033,27.7278,-1.14959,-1.39074,48.1586,118.386,0
2247,125.561,-2.44683,-0.114136,730.65,32.1616,-2.02588,2.49822,124.057,125.596,1
2248,65.8328,1.54256,1.443,160.973,45.1352,0.398075,-1.63248,48.7588,127.312,1
2249,77.338,0.586307,-3.01507,91.0159,32.2566,-0.255314,0.0610985,33.3136,108.82,0
2250,110.397,0.987306,-0.0615059,168.718,81.7924,0.35694,-1.58367,87.0584,144.533,0
2251,40.3147,1.07153,-2.37695,65.76,33.5408,-1.20771,0.979239,61.1232,126.454,0
2252,90.1578,-0.321215,-2.87239,94.8491,40.7802,-0.390549,0.36416,43.93,121.207,0
2253,61.169,-0.451125,2.56812,67.4996,41.075,-2.19484,0.848166,186.684,124.716,1
2254,73.3081,0.795452,-1.84328,97.7498,54.2546,-0.230857,1.29597,55.7068,143.106,0
2255,88.5622,0.640268,-0.4356,107.344,43.7049,0.616988,2.61916,52.2908,124.319,1
2256,41.3048,-1.79783,-0.413659,128.09,30.4954,0.649347,3.12832,37.1537,130.325,0
2257,59.9673,-2.30421,-0.841365,303.316,58.3848,-1.21425,-2.99647,106.982,124.309,1
2258,85.3355,1.28212,-1.7318,165.624,68.9384,1.27248,2.69539,132.701,122.787,1
2259,74.0892,0.184311,2.53794,75.3512,42.7668,-0.883961,-0.936084,60.5922,127.673,0
2260,53.9837,-0.931414,1.41417,79.1426,49.9636,-2.10422,-1.53698,207.914,121.846,1
2261,71.738,-0.681853,2.07526,89.0705,49.6497,0.665465,-2.22792,61.0549,132.146,0
2262,69.5192,1.35853,2.41669,144.166,28.4861,0.133092,-0.819204,28.7388,106.155,0
2263,55.968,-1.26668,-1.91645,107.202,47.7311,0.17919,1.10635,48.4994,131.438,0
2264,65.6153,0.845506,1.37411,90.4998,57.8544,1.02255,-1.60515,90.8302,123.305,1
2265,52.656,-0.362985,-0.171896,56.1632,51.8913,0.95979,2.80706,77.6845,127.975,0
2266,42.0457,0.819853,-0.296304,56.9858,35.42,-1.60868,-3.01435,92.0271,140.492,0
2267,88.6571,0.50369,-1.29448,100.143,43.7722,0.671546,1.89043,54.0189,125.001,0
2268,36.429,2.17276,1.20152,162.042,30.6119,-0.823086,-1.87392,41.58,156.802,0
2269,41.0508,0.737271,1.69149,52.7224,32.6158,-1.20041,-1.13039,59.0763,109.684,0
2270,71.1416,0.632419,2.66914,85.8487,36.1039,-0.423047,-0.16432,39.383,114.756,0
2271,51.7571,-2.18524,-1.62816,233.043,28.6595,0.270038,1.45116,29.7107,142.719,0
2272,44.3067,1.95584,2.32909,159.755,37.6878,-0.349106,-1.23984,40.0078,141.222,0
2273,87.3334,1.54934,2.70844,214.872,41.5902,1.63882,-0.221357,111.115,119.982,0
2274,71.6366,-0.742649,2.84292,92.3162,62.7833,-1.54211,-1.42439,153.454,126.091,1
2275,56.4444,-0.840361,-1.95118,77.576,54.4294,-1.76151,1.31599,163.098,122.626,1
2276,50.4417,0.594587,0.144053,59.6239,48.1322,2.11218,-2.95294,201.847,128.286,0
2277,76.6642,-1.62009,-0.655819,201.298,35.4813,-0.518615,2.71517,40.3608,119.941,1
2278,120.475,0.156802,0.657316,121.959,32.6049,-0.735138,2.77232,41.8192,123.537,1
2279,67.6613,-0.811062,-0.99485,91.1629,37.0522,0.692485,2.09104,46.2969,129.766,0
2280,72.5663,-1.82982,-1.29869,231.966,34.2336,-0.455905,1.27588,37.8534,120.972,1
2281,41.867,-0.69516,-3.014,52.397,35.5109,1.34186,0.207129,72.576,120.656,0
2282,76.4581,1.51801,0.0858049,182.822,42.183,-0.179285,3.12409,42.8628,156.888,0
2283,60.182,-0.525464,-1.74281,68.6835,51.8024,0.460736,1.53119,57.3986,125.306,1
2284,57.2069,0.542977,-0.381094,65.8492,48.6399,-0.528148,2.82582,55.5829,120.946,0
2285,64.4275,-0.923144,2.56666,93.8857,57.8936,-0.862368,-0.600172,80.7883,122.193,1
2286,52.7591,-1.03361,-0.943134,83.5416,32.1337,0.931196,2.54395,47.102,124.586,1
2287,45.1516,0.251766,-1.92115,46.5901,33.2196,-1.56033,1.3063,82.5582,111.437,0
2288,58.4279,-0.43874,-2.33768,64.1421,56.135,-1.34677,0.846605,115.219,126.526,0
2289,52.784,0.500967,-2.95865,59.5472,52.4746,1.97459,1.04412,192.647,127.805,1
2290,80.7593,1.47072,-2.13692,185.025,42.2588,1.69958,0.755122,119.475,116.702,0
2291,35.5297,-0.776569,1.72222,46.7923,30.0612,2.27311,-1.08113,147.488,156.879,0
2292,42.2803,-0.217519,2.57884,43.2845,42.2359,1.69432,-0.815051,118.824,125.714,1
2293,43.5525,-1.61555,-2.63632,113.877,28.3978,0.486049,0.899985,31.8188,112.03,0
2294,73.1543,-2.25889,-2.97046,353.955,58.4753,-1.66465,1.20837,160.02,120.259,1
2295,63.5873,-1.80706,0.754009,198.921,56.6708,-2.33957,-2.08034,296.762,122.975,1
2296,81.945,-1.17426,2.60813,145.24,51.0039,-0.948884,-0.75873,75.7407,129.306,1
2297,79.1737,0.708162,-0.569431,99.8699,35.9457,-0.635465,-3.11071,43.4509,127.857,1
2298,44.4106,0.778864,1.65776,58.5759,34.8569,-1.59995,-1.96706,89.8384,139.969,0
2299,40.3695,1.60514,0.250693,104.545,35.3788,-0.691213,3.05811,44.1722,130.521,1
2300,43.8068,2.23523,0.530553,207.11,32.1047,-0.4384,-2.37914,35.2396,152.371,0
2301,42.611,-1.79287,-2.38642,131.522,36.9735,0.71553,0.795889,46.8491,150.439,0
2302,65.1234,0.872271,-0.21007,91.5094,58.9346,0.444084,2.80434,64.842,126.509,1
2303,100.628,0.338513,-1.43148,106.449,50.6457,1.25589,3.10559,96.1199,128.72,1
2304,70.0824,0.690806,2.29326,87.4802,46.4684,0.417808,-1.09342,50.5836,114.351,0
2305,43.7108,-0.25924,-0.655563,45.1878,41.8422,1.1348,2.19155,71.8018,106.428,0
2306,47.7935,0.154101,2.70918,48.3621,37.6156,-1.78991,0.265127,115.778,124.794,1
2307,44.3653,-0.233995,0.786628,45.5854,41.9976,1.35166,-2.3186,86.5709,114.904,0
2308,79.7139,-0.357922,-2.77281,84.8746,53.0739,-0.693362,-0.214334,66.351,126.512,1
2309,38.0801,-0.555647,-1.97709,44.1114,32.1628,1.77035,1.26005,97.1829,122.865,1
2310,64.061,-0.688358,-0.546737,79.8471,44.7211,0.622352,-2.96755,53.665,125.309,1
2311,54.0082,-1.58919,-2.97258,137.825,27.4511,0.623874,-0.418612,32.9689,127.225,0
2312,56.1682,-1.23843,1.5273,105.035,42.5022,0.373115,-2.60775,45.4951,122.654,1
2313,39.3092,0.671119,-0.292017,48.499,37.0707,-1.44304,-1.43838,82.8484,105.097,0
2314,66.1118,-0.078294,-2.1247,66.3145,62.3106,0.124596,1.35541,62.7949,127.202,1
2315,55.4869,-0.644408,-1.36835,67.412,36.4303,1.56499,2.02856,90.9251,150.164,0
2316,56.5632,1.2098,2.14721,103.258,42.0485,0.227129,-0.881396,43.1377,109.411,0
2317,42.7074,-1.64087,-2.99828,114.316,35.273,0.360206,0.156938,37.5862,119.83,0
2318,40.6768,0.357512,2.90569,43.3041,32.0528,-2.09707,-0.339409,132.459,133.731,0
2319,92.2756,-1.10014,-0.0251966,153.981,37.5372,-0.266604,2.60283,38.8792,124.541,1
2320,99.936,0.825475,1.33139,135.963,38.2506,1.27447,-1.44198,73.7542,124.746,1
2321,47.9163,1.10562,1.84183,80.3099,39.9187,-1.27302,-1.3576,76.8753,156.956,0
2322,50.314,0.889559,1.58417,71.5689,35.122,-1.22671,-1.63089,65.0329,135.665,0
2323,43.5196,-1.31357,1.2135,86.7842,33.1775,0.954533,-2.44356,49.4752,128.885,1
2324,41.3202,1.91219,-0.608782,142.878,27.6451,-0.59559,2.36857,32.695,127.952,0
2325,69.9399,0.124172,-2.16738,70.4798,39.741,-1.08162,0.665381,65.3444,124.138,1
2326,62.5373,-1.12656,-0.163004,106.601,46.6664,0.0724569,-2.99137,46.789,126.935,1
2327,68.6746,-0.318839,2.86519,72.1949,54.3639,-0.795487,-0.356492,72.491,125.595,1
2328,73.5298,0.831049,-2.97919,100.417,57.3336,0.807816,0.112357,77.0803,129.825,1
2329,63.9386,0.00618139,-0.220678,63.9399,59.8805,-0.14134,2.91128,60.4796,124.088,1
2330,98.2425,-1.66256,2.04011,268.322,41.2437,-1.3756,-1.1993,86.8206,128.471,0
2331,61.6363,-0.878246,0.447308,86.9746,30.3375,1.31357,2.73917,60.4974,139.342,0
2332,59.9913,0.290501,1.68678,62.5405,53.6836,-1.127,-1.2996,91.541,142.95,0
2333,66.9064,1.05003,1.01388,107.306,65.7439,1.07642,-1.36571,107.654,123.146,1
2334,59.1893,0.337585,-0.940052,62.5942,41.1691,-1.09935,1.70116,68.6558,122.917,0
2335,57.2216,0.429178,-1.36975,62.5729,52.8369,-0.673063,1.70052,65.2635,127.039,1
2336,41.0786,-0.18662,-2.39881,41.796,32.9303,1.6084,0.586862,85.5367,105.073,0
2337,42.3254,-1.70034,-2.74349,119.747,35.7421,0.626495,0.557245,42.9889,136.508,0
2338,89.666,0.666128,2.00283,110.306,31.7803,1.18674,-1.10586,56.9121,110.387,0
2339,66.6249,0.675316,1.47857,82.4034,55.6034,1.43602,-1.43114,123.49,129.881,1
2340,41.7821,1.67578,2.36705,115.53,38.699,-0.721736,0.823258,49.2235,133.563,0
2341,64.1931,-0.306662,-2.88376,67.2353,61.8617,-0.101204,0.394166,62.1788,126.408,1
2342,109.253,-0.502839,1.11064,123.359,52.2779,0.725453,0.0211957,66.6484,126.058,1
2343,76.8987,1.33989,-0.992016,156.892,66.7698,0.702029,2.17146,83.9104,150.653,0
2344,75.6364,0.742093,-2.51864,97.4364,47.5392,-0.115378,0.0224959,47.856,126.232,1
2345,55.132,2.1272,2.26174,234.602,26.6885,0.276623,-1.70512,27.7161,107.66,0
2346,37.3004,1.58321,1.80609,94.6661,33.316,-0.80405,-1.35167,44.6782,126.982,0
2347,61.7389,0.108403,-1.60574,62.102,46.9226,-0.923225,1.41082,68.3811,122.102,1
2348,62.6142,0.868356,2.94894,87.7422,59.6034,-0.763394,-0.970899,77.831,158.514,0
2349,53.6033,-1.35801,1.26435,111.11,32.4502,0.490206,-2.43625,36.4278,119.441,0
2350,81.3914,-0.991026,-1.47062,124.74,59.4981,0.142881,-2.89287,60.1065,123.185,1
2351,51.838,-1.33376,-2.14241,105.199,30.335,1.19065,1.07016,54.5003,151.306,0
2352,45.5266,1.06379,-1.12292,73.8096,29.7358,-1.35036,2.38037,61.2257,133.376,0
2353,60.926,1.53187,-0.117204,147.531,42.3495,-0.159002,-2.65687,42.886,136.838,1
2354,52.567,-0.0736666,2.64241,52.7097,46.1895,1.44222,-0.281357,103.152,127.791,1
2355,89.9185,1.2837,-1.61335,174.756,37.7691,0.560641,1.88325,43.8619,122.537,1
2356,99.7057,-1.50731,0.43137,236.107,36.6392,-1.33794,-2.57503,74.6259,121.041,1
2357,52.4505,1.67253,-1.49112,144.59,29.7297,-0.481321,0.101473,33.2404,116.993,0
2358,41.685,0.561136,1.392,48.4218,39.5328,-1.65463,-1.93298,107.179,136.122,0
2359,51.1731,-1.23927,-0.294196,95.7626,35.224,0.821238,1.38131,47.7849,121.475,0
2360,76.6653,1.80585,-2.67726,239.559,46.892,2.05464,0.370061,185.977,120.713,0
2361,134.342,-1.22587,-0.0621993,248.575,29.9341,-0.91971,-3.11197,43.5121,128.186,1
2362,90.1787,-0.416434,-0.0849995,98.1116,31.7767,-0.322701,-3.03518,33.4456,106.69,0
2363,55.6905,-1.80166,0.621569,173.329,44.8331,-0.487791,-2.31636,50.2735,121.864,1
2364,48.9534,1.45249,-1.70108,110.334,36.1864,-0.667901,1.5726,44.5621,135.972,0
2365,64.028,1.30026,-0.441232,126.222,39.4046,2.24945,2.55703,188.906,111.755,0
2366,58.4273,1.5066,0.549606,138.269,52.6968,0.891196,-2.69459,75.0458,116.132,0
2367,43.5921,0.12158,2.51341,43.9147,28.4709,-2.31006,-0.450496,144.836,129.124,0
2368,76.0069,-1.67303,2.38339,209.627,64.6694,-1.57126,-1.54986,162.336,129.573,1
2369,66.1662,-1.77243,-1.33198,200.319,57.3389,-1.7572,1.47141,171.12,121.436,1
2370,61.9773,1.59155,1.76016,158.506,41.135,0.338894,-1.52779,43.5199,121.223,0
2371,62.7896,-1.2961,-0.918055,123.338,30.1839,0.0854717,1.97252,30.2942,108.134,0
2372,43.9174,0.684567,1.66891,54.6161,33.3605,-1.15313,-1.29299,58.1097,110.996,0
2373,88.4424,0.76061,-2.13051,115.283,44.1851,0.219536,1.18339,45.2541,129.181,1
2374,77.1704,1.32675,-1.98344,155.657,39.5192,0.212383,2.41322,40.4139,110.404,0
2375,60.0019,-0.557951,2.11174,69.5863,40.7475,-1.34734,-1.14774,83.6769,106.537,0
2376,74.7765,0.462964,1.99041,82.9342,51.1443,0.0782151,-1.67803,51.3008,121.793,0
